Reference Station Name,Relationship Type,Related Station Name,Value (km/m)
S143,Within 100km,S139,72.37 km
S143,Within 100km,S140,68.92 km
S143,Within 100km,S141,83.64 km
S143,Within 100km,S142,76.72 km
S143,Within 100km,S144,66.80 km
S143,Within 100km,S164,95.42 km
S143,Within 100km,S70,53.98 km
S143,Within 100km,S71,58.72 km
S143,Within 100km,S72,87.07 km
S143,Within 100km,S73,70.51 km
S143,Within 100km,S74,67.41 km
S143,Within 100km,S75,41.40 km
S143,Within 100km,S76,83.89 km
S143,Within 100km,S77,50.09 km
S143,Within 100km,S78,55.64 km
S143,Within 100km,S79,83.85 km
S143,Within 100km,S80,84.50 km
S143,Within 100km,S82,70.07 km
S143,Within 100km,S83,67.43 km
S143,Within 100km,S85,96.21 km
S143,Within 100km,S86,99.08 km
S143,Within 100km,S87,46.20 km
S143,Within 100km,S88,51.69 km
S143,Within 100km,S89,53.37 km
S143,Within 100km,S90,77.87 km
S143,Within 100km,S91,88.99 km
S143,Within 100km,S93,90.58 km
S143,Within 100km,S94,95.27 km
S143,Within 100km,S97,59.10 km
S143,Within 50km,S121,34.36 km
S143,Within 50km,S130,24.58 km
S143,Within 50km,S133,27.77 km
S143,Within 50km,S136,48.65 km
S143,Within 50km,S75,41.40 km
S143,Within 50km,S87,46.20 km
S144,Within +/- 100m Elevation,S1,44.00 m
S144,Within +/- 100m Elevation,S118,11.00 m
S144,Within +/- 100m Elevation,S119,0.00 m
S144,Within +/- 100m Elevation,S120,44.00 m
S144,Within +/- 100m Elevation,S122,7.00 m
S144,Within +/- 100m Elevation,S126,32.00 m
S144,Within +/- 100m Elevation,S137,71.00 m
S144,Within +/- 100m Elevation,S167,82.00 m
S144,Within +/- 100m Elevation,S60,8.00 m
S144,Within +/- 100m Elevation,S66,68.00 m
S144,Within +/- 100m Elevation,S67,36.00 m
S144,Within +/- 100m Elevation,S76,8.00 m
S144,Within +/- 100m Elevation,S80,73.00 m
S144,Within +/- 100m Elevation,S94,96.00 m
S144,Within 100km,S100,78.51 km
S144,Within 100km,S101,61.05 km
S144,Within 100km,S102,97.64 km
S144,Within 100km,S103,64.03 km
S144,Within 100km,S104,93.49 km
S144,Within 100km,S105,84.70 km
S144,Within 100km,S106,71.14 km
S144,Within 100km,S107,91.58 km
S144,Within 100km,S110,71.95 km
S144,Within 100km,S112,76.18 km
S144,Within 100km,S113,39.66 km
S144,Within 100km,S115,86.20 km
S144,Within 100km,S116,92.28 km
S144,Within 100km,S117,89.62 km
S144,Within 100km,S118,35.59 km
S144,Within 100km,S119,2.98 km
S144,Within 100km,S120,18.39 km
S144,Within 100km,S121,78.12 km
S144,Within 100km,S122,35.36 km
S144,Within 100km,S123,50.46 km
S144,Within 100km,S124,64.09 km
S144,Within 100km,S125,38.67 km
S144,Within 100km,S126,2.53 km
S144,Within 100km,S127,18.15 km
